,,Q1 ,Q2,,,,,,,Q3,,,,Q4,,,,,,,,,,,,,,,,Q5,Q6,Q7,,,,,,,,,,,,,,,,Q8,Q9,Q10,Q11
Etab,Etud,Q1 ,Q2-1,Q2-2,Q2-3,Q2-4,Q2-5,Q2-6,Q2-7,Q3-1tpc,Q3-2sp,Q3-3tab,Q3-4ord,Q4-1,Q4-2,Q4-3,Q4-4,Q4-5,Q4-6,Q4-7,Q4-8,Q4-9,Q4-10,Q4-11,Q4-12,Q4-13,Q4-14,Q4-15,Q4-16,Q5,Q6,Q7-1,Q7-2,Q7-3,Q7-4,Q7-5,Q7-6,Q7-7,Q7-8,Q7-9,Q7-10,Q7-11,Q7-12,Q7-13,Q7-14,Q7-15,Q7-16,Q8,Q9,Q10,Q11
M1,ESI135,papier,1,,,,,1,,ot,ot,non,ot,,1,,1,,,,1,,1,,,snapchat,,,,js,qqf,,,,,,,,,1,1,,1,frfiches,,,,js,1X,F,18
M1,ESI136,X,1,,,,,,,non,ot,non,ot,,,,1,1,,,,,,,,,,,,1X,qqf,,,,,,,,,,,,,notercours,,,,tt,js,H,20
M1,ESI137,papier,1,,,,,,,ot,ot,non,osp,,1,,,,,,,,,,,,,,,js,1X,,,,,,,,,,,,,,1,,,js,js,F,21
M1,ESI138,papier,1,,,,,,,osp,non,non,non,,,,,,,,,,,,,reg-heure,,,,js,1X,,,,,,,,,,,,,,,1,,NA,NA,H,22
M1,ESI139,pas,1,,,,,,,non,ot,NR,NR,,,,1,,,,1,,,,,,,,,qqf,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,21
M1,ESI140,pas,,,,,,1,,NR,ot,NR,ot,1,,,1,,,,,,1,,1,,,,,qqf,sv,,,,,,,,,,,,,,1,,,js,js,F,21
M1,ESI141,pas,,,,,,1,,non,non,non,non,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,,1,,NA,NA,H,18
M1,ESI142,papier,1,,,,,,,NR,non,NR,NR,,,,,,,,,,1,,,,,,,js,sv,,,1,,,,,,1,,,,,,,,sv,js,F,35
M1,ESI143,papier,1,,,,,,,non,osp,NR,NR,,,,,,,,,,,,,,1,,,js,js,,,,,,,,,,,,,,1,,,js,js,F,19
M1,ESI144,papier,1,,,,,,,osp,NR,ot,NR,,,,,,,,,,,,,,1,,,NR,NR,1,,,,,,,,,,,,,,,,qqf,js,F,38
M1,ESI145,papier,1,,,,,,,NR,ot,non,non,,,,,,,,,,,,,,1,,,NR,NR,,,,,,,,,,,,,,,1,,NA,NA,F,20
M1,ESI146,papier,1,,,,,,,ot,non,non,non,,,,1,,,,,,,,,,,,,js,qqf,,,,,,,,,,,,,,,1,,NA,NA,F,25
